id,word,total num,low num,mid num,hig num,,,word,total num,low num,mid num,hig num,,,
73937,vampiros,1,0,0,1,,,,,,,,,,
73938,besteggrollsever,1,0,0,1,,,,,,,,,,
73939,cabernetred,1,0,0,1,,,,,,,,,,
73940,organizized,1,0,0,1,,,,,,,,,,
73941,thaat,1,0,0,1,,,,,,,,,,
73942,durnk,1,0,0,1,,,,,,,,,,
73943,greaty,1,0,0,1,,,,,,,,,,
73944,snockerd,1,0,0,1,,,,,,,,,,
73945,rackin,1,0,0,1,,,,,,,,,,
73946,sdecide,1,0,0,1,,,,,,,,,,
73947,rockville,1,0,0,1,,,,,,,,,,
73948,flipstick,1,0,0,1,,,,,,,,,,
73949,bings,1,0,0,1,,,,,,,,,,
73950,abbazabba,1,0,0,1,,,,,,,,,,
73951,sprechen,1,0,0,1,,,,,,,,,,
73952,sie,1,0,0,1,,,,,,,,,,
73953,paletasbetty,1,0,0,1,,,,,,,,,,
73954,blackberrylavender,1,0,0,1,,,,,,,,,,
73955,borenstein,1,0,0,1,,,,,,,,,,
73956,reputed,1,0,0,1,,,,,,,,,,
73957,crosta,1,0,0,1,,,,,,,,,,
73958,sodi,1,0,0,1,,,,,,,,,,
73959,badia,1,0,0,1,,,,,,,,,,
73960,morrona,1,0,0,1,,,,,,,,,,
73961,albana,1,0,0,1,,,,,,,,,,
73962,colle,1,0,0,1,,,,,,,,,,
73963,deepened,1,0,0,1,,,,,,,,,,
73964,bfwb,1,0,0,1,,,,,,,,,,
73965,fukola,1,0,0,1,,,,,,,,,,
73966,buderim,1,0,0,1,,,,,,,,,,
73967,zuberfizz,1,0,0,1,,,,,,,,,,
73968,citizenpubhouse,1,0,0,1,,,,,,,,,,
73969,alongsideit,1,0,0,1,,,,,,,,,,
73970,sitea,1,0,0,1,,,,,,,,,,
73971,ftc,1,0,0,1,,,,,,,,,,
73972,connectedness,1,0,0,1,,,,,,,,,,
73973,caffeineyer,1,0,0,1,,,,,,,,,,
73974,surreptitious,1,0,0,1,,,,,,,,,,
73975,enumerate,1,0,0,1,,,,,,,,,,
73976,vixen,1,0,0,1,,,,,,,,,,
73977,plough,1,0,0,1,,,,,,,,,,
73978,tantamount,1,0,0,1,,,,,,,,,,
73979,freud,1,0,0,1,,,,,,,,,,
73980,strawberrygorgonzola,1,0,0,1,,,,,,,,,,
73981,misshire,1,0,0,1,,,,,,,,,,
73982,mrhardtoplease,1,0,0,1,,,,,,,,,,
73983,popsized,1,0,0,1,,,,,,,,,,
73984,familytype,1,0,0,1,,,,,,,,,,
73985,superquickly,1,0,0,1,,,,,,,,,,
73986,bidwill,1,0,0,1,,,,,,,,,,
73987,ultrahighheat,1,0,0,1,,,,,,,,,,
73988,layeredon,1,0,0,1,,,,,,,,,,
73989,pototaes,1,0,0,1,,,,,,,,,,
73990,funkychic,1,0,0,1,,,,,,,,,,
73991,tycoons,1,0,0,1,,,,,,,,,,
73992,golddiggers,1,0,0,1,,,,,,,,,,
73993,deliousness,1,0,0,1,,,,,,,,,,
73994,sonoita,1,0,0,1,,,,,,,,,,
73995,elgin,1,0,0,1,,,,,,,,,,
73996,fraying,1,0,0,1,,,,,,,,,,
73997,dirtbags,1,0,0,1,,,,,,,,,,
73998,postclubgoers,1,0,0,1,,,,,,,,,,
73999,prevailing,1,0,0,1,,,,,,,,,,
74000,hoopties,1,0,0,1,,,,,,,,,,
74001,diiiid,1,0,0,1,,,,,,,,,,
74002,itwasphenomenal,1,0,0,1,,,,,,,,,,
74003,andddddd,1,0,0,1,,,,,,,,,,
74004,guesslolz,1,0,0,1,,,,,,,,,,
74005,wineeee,1,0,0,1,,,,,,,,,,
74006,mustttttttttttt,1,0,0,1,,,,,,,,,,
74007,freah,1,0,0,1,,,,,,,,,,
74008,nopee,1,0,0,1,,,,,,,,,,
74009,myyyy,1,0,0,1,,,,,,,,,,
74010,goooodnesssssss,1,0,0,1,,,,,,,,,,
74011,whatttttttttttt,1,0,0,1,,,,,,,,,,
74012,faveee,1,0,0,1,,,,,,,,,,
74013,backkkk,1,0,0,1,,,,,,,,,,
74014,ohsobuttery,1,0,0,1,,,,,,,,,,
74015,dairyland,1,0,0,1,,,,,,,,,,
74016,glassfulls,1,0,0,1,,,,,,,,,,
74017,reddiwhip,1,0,0,1,,,,,,,,,,
74018,grandmaesque,1,0,0,1,,,,,,,,,,
74019,surprisly,1,0,0,1,,,,,,,,,,
74020,tikichic,1,0,0,1,,,,,,,,,,
74021,cames,1,0,0,1,,,,,,,,,,
74022,whil,1,0,0,1,,,,,,,,,,
74023,verture,1,0,0,1,,,,,,,,,,
74024,tessios,1,0,0,1,,,,,,,,,,
74025,fraise,1,0,0,1,,,,,,,,,,
74026,roomesque,1,0,0,1,,,,,,,,,,
74027,speatzle,1,0,0,1,,,,,,,,,,
74028,ince,1,0,0,1,,,,,,,,,,
74029,courtious,1,0,0,1,,,,,,,,,,
74030,floridita,1,0,0,1,,,,,,,,,,
74031,onei,1,0,0,1,,,,,,,,,,
74032,alcocreamaholic,1,0,0,1,,,,,,,,,,
74033,everloving,1,0,0,1,,,,,,,,,,
74034,frusions,1,0,0,1,,,,,,,,,,
74035,apperances,1,0,0,1,,,,,,,,,,
74036,crisscut,1,0,0,1,,,,,,,,,,
74037,envoronment,1,0,0,1,,,,,,,,,,
74038,offical,1,0,0,1,,,,,,,,,,
74039,accommidating,1,0,0,1,,,,,,,,,,
74040,adversion,1,0,0,1,,,,,,,,,,
74041,seamelessly,1,0,0,1,,,,,,,,,,
74042,norton,1,0,0,1,,,,,,,,,,
74043,basketfull,1,0,0,1,,,,,,,,,,
74044,africkenmazing,1,0,0,1,,,,,,,,,,
74045,repartee,1,0,0,1,,,,,,,,,,
74046,composer,1,0,0,1,,,,,,,,,,
74047,wizards,1,0,0,1,,,,,,,,,,
74048,impactful,1,0,0,1,,,,,,,,,,
74049,nonitalian,1,0,0,1,,,,,,,,,,
74050,beena,1,0,0,1,,,,,,,,,,
74051,battleships,1,0,0,1,,,,,,,,,,
74052,foxian,1,0,0,1,,,,,,,,,,
74053,mostardo,1,0,0,1,,,,,,,,,,
74054,whetted,1,0,0,1,,,,,,,,,,
74055,conduit,1,0,0,1,,,,,,,,,,
74056,ingedients,1,0,0,1,,,,,,,,,,
74057,customercentered,1,0,0,1,,,,,,,,,,
74058,alwaysput,1,0,0,1,,,,,,,,,,
74059,overyelp,1,0,0,1,,,,,,,,,,
74060,chel,1,0,0,1,,,,,,,,,,
74061,interchangeably,1,0,0,1,,,,,,,,,,
74062,menui,1,0,0,1,,,,,,,,,,
74063,thisisreallygood,1,0,0,1,,,,,,,,,,
74064,tellmeagainwhatisbadwithaddiction,1,0,0,1,,,,,,,,,,
74065,peerreviewed,1,0,0,1,,,,,,,,,,
74066,ragot,1,0,0,1,,,,,,,,,,
74067,agrodolce,1,0,0,1,,,,,,,,,,
74068,restarant,1,0,0,1,,,,,,,,,,
74069,longgggggg,1,0,0,1,,,,,,,,,,
74070,bestia,1,0,0,1,,,,,,,,,,
74071,tutta,1,0,0,1,,,,,,,,,,
74072,primi,1,0,0,1,,,,,,,,,,
74073,carbonera,1,0,0,1,,,,,,,,,,
74074,incredbile,1,0,0,1,,,,,,,,,,
74075,yearssssssssss,1,0,0,1,,,,,,,,,,
74076,prok,1,0,0,1,,,,,,,,,,
74077,porkadaise,1,0,0,1,,,,,,,,,,
74078,weshallbeback,1,0,0,1,,,,,,,,,,
74079,mustdos,1,0,0,1,,,,,,,,,,
74080,malayan,1,0,0,1,,,,,,,,,,
74081,conflagration,1,0,0,1,,,,,,,,,,
74082,ifitsfillinthedaywehavetogoto,1,0,0,1,,,,,,,,,,
74083,leukemia,1,0,0,1,,,,,,,,,,
74084,lymphoma,1,0,0,1,,,,,,,,,,
74085,goback,1,0,0,1,,,,,,,,,,
74086,topoffs,1,0,0,1,,,,,,,,,,
74087,silklike,1,0,0,1,,,,,,,,,,
74088,prouder,1,0,0,1,,,,,,,,,,
74089,isot,1,0,0,1,,,,,,,,,,
74090,multiyelped,1,0,0,1,,,,,,,,,,
74091,imminently,1,0,0,1,,,,,,,,,,
74092,cheerslikewelcomeback,1,0,0,1,,,,,,,,,,
74093,herbie,1,0,0,1,,,,,,,,,,
74094,makemea,1,0,0,1,,,,,,,,,,
74095,gobacks,1,0,0,1,,,,,,,,,,
74096,beguile,1,0,0,1,,,,,,,,,,
74097,astronomy,1,0,0,1,,,,,,,,,,
74098,plushness,1,0,0,1,,,,,,,,,,
74099,unfuckingbelievablydelicious,1,0,0,1,,,,,,,,,,
74100,spigget,1,0,0,1,,,,,,,,,,
74101,gilr,1,0,0,1,,,,,,,,,,
74102,nostalgically,1,0,0,1,,,,,,,,,,
74103,bellowed,1,0,0,1,,,,,,,,,,
74104,pawed,1,0,0,1,,,,,,,,,,
74105,adoringly,1,0,0,1,,,,,,,,,,
74106,rebound,1,0,0,1,,,,,,,,,,
74107,despondent,1,0,0,1,,,,,,,,,,
74108,chirped,1,0,0,1,,,,,,,,,,
74109,mongols,1,0,0,1,,,,,,,,,,
74110,pillage,1,0,0,1,,,,,,,,,,
74111,shimmered,1,0,0,1,,,,,,,,,,
74112,reared,1,0,0,1,,,,,,,,,,
74113,croaked,1,0,0,1,,,,,,,,,,
74114,husky,1,0,0,1,,,,,,,,,,
74115,pathologically,1,0,0,1,,,,,,,,,,
74116,biglebowskiesque,1,0,0,1,,,,,,,,,,
74117,trembled,1,0,0,1,,,,,,,,,,
74118,forstall,1,0,0,1,,,,,,,,,,
74119,tittered,1,0,0,1,,,,,,,,,,
74120,zee,1,0,0,1,,,,,,,,,,
74121,douchecake,1,0,0,1,,,,,,,,,,
74122,keffiyahs,1,0,0,1,,,,,,,,,,
74123,zelenyee,1,0,0,1,,,,,,,,,,
74124,dispell,1,0,0,1,,,,,,,,,,
74125,feuled,1,0,0,1,,,,,,,,,,
74126,radiated,1,0,0,1,,,,,,,,,,
74127,cherrycola,1,0,0,1,,,,,,,,,,
74128,hermano,1,0,0,1,,,,,,,,,,
74129,earnestness,1,0,0,1,,,,,,,,,,
74130,coporate,1,0,0,1,,,,,,,,,,
74131,sagacious,1,0,0,1,,,,,,,,,,
74132,gnoshed,1,0,0,1,,,,,,,,,,
74133,ooooweee,1,0,0,1,,,,,,,,,,
74134,stallone,1,0,0,1,,,,,,,,,,
74135,calibre,1,0,0,1,,,,,,,,,,
74136,rascism,1,0,0,1,,,,,,,,,,
74137,nojoke,1,0,0,1,,,,,,,,,,
74138,holeheartedly,1,0,0,1,,,,,,,,,,
74139,prostrating,1,0,0,1,,,,,,,,,,
74140,supremacist,1,0,0,1,,,,,,,,,,
74141,rascist,1,0,0,1,,,,,,,,,,
74142,dwn,1,0,0,1,,,,,,,,,,
74143,twn,1,0,0,1,,,,,,,,,,
74144,portend,1,0,0,1,,,,,,,,,,
74145,endeavour,1,0,0,1,,,,,,,,,,
74146,albatross,1,0,0,1,,,,,,,,,,
74147,squacks,1,0,0,1,,,,,,,,,,
74148,keystrokes,1,0,0,1,,,,,,,,,,
74149,unhip,1,0,0,1,,,,,,,,,,
74150,epitaph,1,0,0,1,,,,,,,,,,
74151,provocations,1,0,0,1,,,,,,,,,,
74152,rendevouz,1,0,0,1,,,,,,,,,,
74153,biere,1,0,0,1,,,,,,,,,,
74154,airedale,1,0,0,1,,,,,,,,,,
74155,reivew,1,0,0,1,,,,,,,,,,
74156,corpses,1,0,0,1,,,,,,,,,,
74157,queing,1,0,0,1,,,,,,,,,,
74158,regrding,1,0,0,1,,,,,,,,,,
74159,merchanise,1,0,0,1,,,,,,,,,,
74160,eihter,1,0,0,1,,,,,,,,,,
74161,anthropomorphized,1,0,0,1,,,,,,,,,,
74162,reprsents,1,0,0,1,,,,,,,,,,
74163,persecuted,1,0,0,1,,,,,,,,,,
74164,zion,1,0,0,1,,,,,,,,,,
74165,canaan,1,0,0,1,,,,,,,,,,
74166,fiesty,1,0,0,1,,,,,,,,,,
74167,fascists,1,0,0,1,,,,,,,,,,
74168,behaviour,1,0,0,1,,,,,,,,,,
74169,pupil,1,0,0,1,,,,,,,,,,
74170,dilations,1,0,0,1,,,,,,,,,,
74171,contractions,1,0,0,1,,,,,,,,,,
74172,sycophantic,1,0,0,1,,,,,,,,,,
74173,beging,1,0,0,1,,,,,,,,,,
74174,pensive,1,0,0,1,,,,,,,,,,
74175,introvertedly,1,0,0,1,,,,,,,,,,
74176,viewings,1,0,0,1,,,,,,,,,,
74177,beatings,1,0,0,1,,,,,,,,,,
74178,benzedrine,1,0,0,1,,,,,,,,,,
74179,goodso,1,0,0,1,,,,,,,,,,
74180,servile,1,0,0,1,,,,,,,,,,
74181,deeee,1,0,0,1,,,,,,,,,,
74182,cronies,1,0,0,1,,,,,,,,,,
74183,troughs,1,0,0,1,,,,,,,,,,
74184,lowww,1,0,0,1,,,,,,,,,,
74185,monicre,1,0,0,1,,,,,,,,,,
74186,scrumptrilescent,1,0,0,1,,,,,,,,,,
74187,woofreakinhooasdamngoodasitgets,1,0,0,1,,,,,,,,,,
74188,mediterranea,1,0,0,1,,,,,,,,,,
74189,cheeeeaaaaappp,1,0,0,1,,,,,,,,,,
74190,gamblin,1,0,0,1,,,,,,,,,,
74191,basterd,1,0,0,1,,,,,,,,,,
74192,stangles,1,0,0,1,,,,,,,,,,
74193,mesmorizing,1,0,0,1,,,,,,,,,,
74194,halldive,1,0,0,1,,,,,,,,,,
74195,runonsentencesbedamned,1,0,0,1,,,,,,,,,,
74196,dissehveled,1,0,0,1,,,,,,,,,,
74197,indomitable,1,0,0,1,,,,,,,,,,
74198,nightengale,1,0,0,1,,,,,,,,,,
74199,jalopy,1,0,0,1,,,,,,,,,,
74200,prospected,1,0,0,1,,,,,,,,,,
74201,labrynthine,1,0,0,1,,,,,,,,,,
74202,reminiscences,1,0,0,1,,,,,,,,,,
74203,hoursthis,1,0,0,1,,,,,,,,,,
74204,ontology,1,0,0,1,,,,,,,,,,
74205,deconstructivism,1,0,0,1,,,,,,,,,,
74206,aquaintance,1,0,0,1,,,,,,,,,,
74207,repasts,1,0,0,1,,,,,,,,,,
74208,amicably,1,0,0,1,,,,,,,,,,
74209,effused,1,0,0,1,,,,,,,,,,
74210,encompassed,1,0,0,1,,,,,,,,,,
74211,grattitude,1,0,0,1,,,,,,,,,,
74212,begrudged,1,0,0,1,,,,,,,,,,
74213,evergreen,1,0,0,1,,,,,,,,,,
74214,andalusian,1,0,0,1,,,,,,,,,,
74215,trepidatious,1,0,0,1,,,,,,,,,,
74216,reticence,1,0,0,1,,,,,,,,,,
74217,faulkner,1,0,0,1,,,,,,,,,,
74218,conveniet,1,0,0,1,,,,,,,,,,
74219,fatherin,1,0,0,1,,,,,,,,,,
74220,minipancakes,1,0,0,1,,,,,,,,,,
74221,doobielicious,1,0,0,1,,,,,,,,,,
74222,mintyogurt,1,0,0,1,,,,,,,,,,
74223,frellin,1,0,0,1,,,,,,,,,,
74224,ohmygoditsogood,1,0,0,1,,,,,,,,,,
74225,quasivegetarians,1,0,0,1,,,,,,,,,,
74226,armoir,1,0,0,1,,,,,,,,,,
74227,gn,1,0,0,1,,,,,,,,,,
74228,sbcers,1,0,0,1,,,,,,,,,,
74229,ravoili,1,0,0,1,,,,,,,,,,
74230,stalwarts,1,0,0,1,,,,,,,,,,
74231,tima,1,0,0,1,,,,,,,,,,
74232,vochos,1,0,0,1,,,,,,,,,,
74233,policia,1,0,0,1,,,,,,,,,,
74234,extorting,1,0,0,1,,,,,,,,,,
74235,mordida,1,0,0,1,,,,,,,,,,
74236,durrant,1,0,0,1,,,,,,,,,,
74237,tarnish,1,0,0,1,,,,,,,,,,
74238,unheralded,1,0,0,1,,,,,,,,,,
74239,neapolitans,1,0,0,1,,,,,,,,,,
74240,godfathers,1,0,0,1,,,,,,,,,,
74241,exhilaration,1,0,0,1,,,,,,,,,,
74242,gelataio,1,0,0,1,,,,,,,,,,
74243,restructure,1,0,0,1,,,,,,,,,,
74244,voladores,1,0,0,1,,,,,,,,,,
74245,papantla,1,0,0,1,,,,,,,,,,
74246,birkenstock,1,0,0,1,,,,,,,,,,
74247,mellowing,1,0,0,1,,,,,,,,,,
74248,primera,1,0,0,1,,,,,,,,,,
74249,yelpadvertised,1,0,0,1,,,,,,,,,,
74250,anothing,1,0,0,1,,,,,,,,,,
74251,reviewless,1,0,0,1,,,,,,,,,,
74252,catelyst,1,0,0,1,,,,,,,,,,
74253,blowin,1,0,0,1,,,,,,,,,,
74254,brandee,1,0,0,1,,,,,,,,,,
74255,saparro,1,0,0,1,,,,,,,,,,
74256,zoniebasketscom,1,0,0,1,,,,,,,,,,
74257,resevation,1,0,0,1,,,,,,,,,,
74258,elcectic,1,0,0,1,,,,,,,,,,
74259,hiddeninplainsight,1,0,0,1,,,,,,,,,,
74260,acommodate,1,0,0,1,,,,,,,,,,
74261,seperat,1,0,0,1,,,,,,,,,,
74262,porcetta,1,0,0,1,,,,,,,,,,
74263,allister,1,0,0,1,,,,,,,,,,
74264,evertything,1,0,0,1,,,,,,,,,,
74265,bushmills,1,0,0,1,,,,,,,,,,
74266,nighte,1,0,0,1,,,,,,,,,,
74267,melancholia,1,0,0,1,,,,,,,,,,
74268,nuthouse,1,0,0,1,,,,,,,,,,
74269,scrip,1,0,0,1,,,,,,,,,,
74270,baytril,1,0,0,1,,,,,,,,,,
74271,tightwads,1,0,0,1,,,,,,,,,,
74272,rumblies,1,0,0,1,,,,,,,,,,
74273,amirite,1,0,0,1,,,,,,,,,,
74274,shizuka,1,0,0,1,,,,,,,,,,
74275,barossa,1,0,0,1,,,,,,,,,,
74276,elocution,1,0,0,1,,,,,,,,,,
74277,mignonette,1,0,0,1,,,,,,,,,,
74278,hussle,1,0,0,1,,,,,,,,,,
74279,precedence,1,0,0,1,,,,,,,,,,
74280,chelea,1,0,0,1,,,,,,,,,,
74281,gaslight,1,0,0,1,,,,,,,,,,
74282,awhiiiilllle,1,0,0,1,,,,,,,,,,
74283,judicious,1,0,0,1,,,,,,,,,,
74284,bejeebers,1,0,0,1,,,,,,,,,,
74285,colombians,1,0,0,1,,,,,,,,,,
74286,cordillera,1,0,0,1,,,,,,,,,,
74287,leavehers,1,0,0,1,,,,,,,,,,
74288,montero,1,0,0,1,,,,,,,,,,
74289,sleepover,1,0,0,1,,,,,,,,,,
74290,ruminate,1,0,0,1,,,,,,,,,,
74291,buttheads,1,0,0,1,,,,,,,,,,
74292,tristate,1,0,0,1,,,,,,,,,,
74293,triage,1,0,0,1,,,,,,,,,,
74294,quncineta,1,0,0,1,,,,,,,,,,
74295,kimono,1,0,0,1,,,,,,,,,,
74296,vodoo,1,0,0,1,,,,,,,,,,
74297,mahishrimpamarathshaved,1,0,0,1,,,,,,,,,,
74298,calamariroasted,1,0,0,1,,,,,,,,,,
74299,steakhuancaina,1,0,0,1,,,,,,,,,,
74300,potatooven,1,0,0,1,,,,,,,,,,
74301,alcachofa,1,0,0,1,,,,,,,,,,
74302,artichokeroasted,1,0,0,1,,,,,,,,,,
74303,espumacappuccino,1,0,0,1,,,,,,,,,,
74304,feistiness,1,0,0,1,,,,,,,,,,
74305,brothersister,1,0,0,1,,,,,,,,,,
74306,serverchef,1,0,0,1,,,,,,,,,,
74307,overgrow,1,0,0,1,,,,,,,,,,
74308,vegefood,1,0,0,1,,,,,,,,,,
74309,chocoberry,1,0,0,1,,,,,,,,,,
74310,sanswheat,1,0,0,1,,,,,,,,,,
74311,everrotating,1,0,0,1,,,,,,,,,,
74312,buttermilkchive,1,0,0,1,,,,,,,,,,
74313,tailgates,1,0,0,1,,,,,,,,,,
74314,appetizerentreedessert,1,0,0,1,,,,,,,,,,
74315,scottadito,1,0,0,1,,,,,,,,,,
74316,keynote,1,0,0,1,,,,,,,,,,
74317,bigne,1,0,0,1,,,,,,,,,,
74318,macrae,1,0,0,1,,,,,,,,,,
74319,dierk,1,0,0,1,,,,,,,,,,
74320,spooktacular,1,0,0,1,,,,,,,,,,
74321,sublevel,1,0,0,1,,,,,,,,,,
74322,neverthelesshttp,1,0,0,1,,,,,,,,,,
74323,deseoscottsdale?selecteqrsjcdonyvnwbpjqweqrsjcdonyvnwbpjqw,1,0,0,1,,,,,,,,,,
74324,annatto,1,0,0,1,,,,,,,,,,
74325,calabzitas,1,0,0,1,,,,,,,,,,
74326,ottin,1,0,0,1,,,,,,,,,,
74327,ficklest,1,0,0,1,,,,,,,,,,
74328,whackamole,1,0,0,1,,,,,,,,,,
74329,makki,1,0,0,1,,,,,,,,,,
74330,infreakingsane,1,0,0,1,,,,,,,,,,
74331,hamhocks,1,0,0,1,,,,,,,,,,
74332,hypertension,1,0,0,1,,,,,,,,,,
74333,berrating,1,0,0,1,,,,,,,,,,
74334,sideside,1,0,0,1,,,,,,,,,,
74335,triathalon,1,0,0,1,,,,,,,,,,
74336,achilles,1,0,0,1,,,,,,,,,,
74337,absloute,1,0,0,1,,,,,,,,,,
74338,nonchicken,1,0,0,1,,,,,,,,,,
74339,kitshindustrialhippy,1,0,0,1,,,,,,,,,,
74340,selfseated,1,0,0,1,,,,,,,,,,
74341,rebellin,1,0,0,1,,,,,,,,,,
74342,breakdancing,1,0,0,1,,,,,,,,,,
74343,quilts,1,0,0,1,,,,,,,,,,
74344,fupa,1,0,0,1,,,,,,,,,,
74345,jalpeno,1,0,0,1,,,,,,,,,,
74346,brunchlunch,1,0,0,1,,,,,,,,,,
74347,rinkydink,1,0,0,1,,,,,,,,,,
74348,flawj,1,0,0,1,,,,,,,,,,
74349,terrors,1,0,0,1,,,,,,,,,,
74350,mayoey,1,0,0,1,,,,,,,,,,
74351,tangilicious,1,0,0,1,,,,,,,,,,
74352,chikpea,1,0,0,1,,,,,,,,,,
74353,achar,1,0,0,1,,,,,,,,,,
74354,cece,1,0,0,1,,,,,,,,,,
74355,jabbing,1,0,0,1,,,,,,,,,,
74356,signothe,1,0,0,1,,,,,,,,,,
74357,diahbetus,1,0,0,1,,,,,,,,,,
74358,shrivled,1,0,0,1,,,,,,,,,,
74359,hoochie,1,0,0,1,,,,,,,,,,
74360,bumber,1,0,0,1,,,,,,,,,,
74361,winless,1,0,0,1,,,,,,,,,,
74362,chilliest,1,0,0,1,,,,,,,,,,
74363,tiramausu,1,0,0,1,,,,,,,,,,
74364,panus,1,0,0,1,,,,,,,,,,
74365,materialized,1,0,0,1,,,,,,,,,,
74366,jeeeeez,1,0,0,1,,,,,,,,,,
74367,hankered,1,0,0,1,,,,,,,,,,
74368,jabba,1,0,0,1,,,,,,,,,,
74369,taggers,1,0,0,1,,,,,,,,,,
74370,spraypainting,1,0,0,1,,,,,,,,,,
74371,restful,1,0,0,1,,,,,,,,,,
74372,thas,1,0,0,1,,,,,,,,,,
74373,tenacious,1,0,0,1,,,,,,,,,,
74374,eacharound,1,0,0,1,,,,,,,,,,
74375,orphans,1,0,0,1,,,,,,,,,,
74376,postsoviet,1,0,0,1,,,,,,,,,,
74377,stanky,1,0,0,1,,,,,,,,,,
74378,disappointement,1,0,0,1,,,,,,,,,,
74379,desireable,1,0,0,1,,,,,,,,,,
74380,nofee,1,0,0,1,,,,,,,,,,
74381,latecomers,1,0,0,1,,,,,,,,,,
74382,marshmallowy,1,0,0,1,,,,,,,,,,
74383,appropro,1,0,0,1,,,,,,,,,,
74384,crowdedsometimes,1,0,0,1,,,,,,,,,,
74385,everysingle,1,0,0,1,,,,,,,,,,
74386,minidesert,1,0,0,1,,,,,,,,,,
74387,reviewage,1,0,0,1,,,,,,,,,,
74388,eatage,1,0,0,1,,,,,,,,,,
74389,gopro,1,0,0,1,,,,,,,,,,
74390,farmish,1,0,0,1,,,,,,,,,,
74391,countrychickenshaybalescracker,1,0,0,1,,,,,,,,,,
74392,plinkoesque,1,0,0,1,,,,,,,,,,
74393,trike,1,0,0,1,,,,,,,,,,
74394,forts,1,0,0,1,,,,,,,,,,
74395,smock,1,0,0,1,,,,,,,,,,
74396,attrition,1,0,0,1,,,,,,,,,,
74397,doves,1,0,0,1,,,,,,,,,,
74398,dryerase,1,0,0,1,,,,,,,,,,
74399,braciola,1,0,0,1,,,,,,,,,,
74400,beachthemed,1,0,0,1,,,,,,,,,,
74401,mustdine,1,0,0,1,,,,,,,,,,
74402,selfconcocted,1,0,0,1,,,,,,,,,,
74403,rareside,1,0,0,1,,,,,,,,,,
74404,fregula,1,0,0,1,,,,,,,,,,
74405,opprutunity,1,0,0,1,,,,,,,,,,
74406,aquinted,1,0,0,1,,,,,,,,,,
74407,greystone,1,0,0,1,,,,,,,,,,
74408,kamehameha,1,0,0,1,,,,,,,,,,
74409,funido,1,0,0,1,,,,,,,,,,
74410,copycatting,1,0,0,1,,,,,,,,,,
74411,huhot,1,0,0,1,,,,,,,,,,
74412,semismall,1,0,0,1,,,,,,,,,,
74413,strazzsomething,1,0,0,1,,,,,,,,,,
74414,yaaaa,1,0,0,1,,,,,,,,,,
74415,lowsugar,1,0,0,1,,,,,,,,,,
74416,dolling,1,0,0,1,,,,,,,,,,
74417,rosco,1,0,0,1,,,,,,,,,,
74418,gusts,1,0,0,1,,,,,,,,,,
74419,affagoto,1,0,0,1,,,,,,,,,,
74420,brauts,1,0,0,1,,,,,,,,,,
74421,vente,1,0,0,1,,,,,,,,,,
74422,mexica,1,0,0,1,,,,,,,,,,
74423,engineercustomers,1,0,0,1,,,,,,,,,,
74424,unncessary,1,0,0,1,,,,,,,,,,
74425,comprehensible,1,0,0,1,,,,,,,,,,
74426,corporatetheamed,1,0,0,1,,,,,,,,,,
74427,ooooooooooh,1,0,0,1,,,,,,,,,,
74428,lastditch,1,0,0,1,,,,,,,,,,
74429,smellgoods,1,0,0,1,,,,,,,,,,
74430,owlshaped,1,0,0,1,,,,,,,,,,
74431,toodense,1,0,0,1,,,,,,,,,,
74432,rhapsodize,1,0,0,1,,,,,,,,,,
74433,garde,1,0,0,1,,,,,,,,,,
74434,lennie,1,0,0,1,,,,,,,,,,
74435,galo,1,0,0,1,,,,,,,,,,
74436,eeesh,1,0,0,1,,,,,,,,,,
74437,meling,1,0,0,1,,,,,,,,,,
74438,personalizing,1,0,0,1,,,,,,,,,,
74439,somethingaruther,1,0,0,1,,,,,,,,,,
74440,stephano,1,0,0,1,,,,,,,,,,
74441,mescato,1,0,0,1,,,,,,,,,,
74442,haysprings,1,0,0,1,,,,,,,,,,
74443,shoji,1,0,0,1,,,,,,,,,,
74444,seratcho,1,0,0,1,,,,,,,,,,
74445,nontradition,1,0,0,1,,,,,,,,,,
74446,glentucky,1,0,0,1,,,,,,,,,,
74447,cana,1,0,0,1,,,,,,,,,,
74448,jency,1,0,0,1,,,,,,,,,,
74449,sweatin,1,0,0,1,,,,,,,,,,
74450,romatical,1,0,0,1,,,,,,,,,,
74451,cumcumber,1,0,0,1,,,,,,,,,,
74452,sipon,1,0,0,1,,,,,,,,,,
74453,cornado,1,0,0,1,,,,,,,,,,
74454,delorean,1,0,0,1,,,,,,,,,,
74455,fortuna,1,0,0,1,,,,,,,,,,
74456,bachi,1,0,0,1,,,,,,,,,,
74457,sophistically,1,0,0,1,,,,,,,,,,
74458,manhattanreturnworthy,1,0,0,1,,,,,,,,,,
74459,prosciuttodi,1,0,0,1,,,,,,,,,,
74460,viscosuisse,1,0,0,1,,,,,,,,,,
74461,canelli,1,0,0,1,,,,,,,,,,
74462,scruples,1,0,0,1,,,,,,,,,,
74463,hashtag,1,0,0,1,,,,,,,,,,
74464,importanht,1,0,0,1,,,,,,,,,,
74465,trytodominate,1,0,0,1,,,,,,,,,,
74466,biodome,1,0,0,1,,,,,,,,,,
74467,blody,1,0,0,1,,,,,,,,,,
74468,cannibalistic,1,0,0,1,,,,,,,,,,
74469,binkeley,1,0,0,1,,,,,,,,,,
74470,semiindoor,1,0,0,1,,,,,,,,,,
