id,word,total num,low num,mid num,hig num
73675,excessivelydry,1,0,0,1
73676,protector,1,0,0,1
73677,trucking,1,0,0,1
73678,scree,1,0,0,1
73679,aso,1,0,0,1
73680,fridaysaturdaysunday,1,0,0,1
73681,addtion,1,0,0,1
73682,priome,1,0,0,1
73683,stabuck,1,0,0,1
73684,wineo,2,0,0,2
73685,visisted,1,0,0,1
73686,dishenvy,1,0,0,1
73687,moisturizer,1,0,0,1
73688,antiaging,1,0,0,1
73689,buffers,1,0,0,1
73690,veryfull,1,0,0,1
73691,soontobeopened,1,0,0,1
73692,fiddling,2,0,0,2
73693,righthand,2,0,0,2
73694,breaksfasts,1,0,0,1
73695,antibioticfree,1,0,0,1
73696,beautifullypresented,1,0,0,1
73697,madefromscratch,3,0,0,3
73698,daydate,1,0,0,1
73699,concia,1,0,0,1
73700,tagliana,2,0,0,2
73701,hadno,1,0,0,1
73702,parmesagn,1,0,0,1
73703,culd,1,0,0,1
73704,homekari,1,0,0,1
73705,itagainst,1,0,0,1
73706,fete,1,0,0,1
73707,climbingnot,1,0,0,1
73708,fillednot,1,0,0,1
73709,gwoing,1,0,0,1
73710,gwyneth,1,0,0,1
73711,skuna,1,0,0,1
73712,crunk,2,0,0,2
73713,wikki,1,0,0,1
73714,bautistia,1,0,0,1
73715,cioppinio,1,0,0,1
73716,barrow,1,0,0,1
73717,flavroful,1,0,0,1
73718,breas,1,0,0,1
73719,postprandial,1,0,0,1
73720,fouryearold,1,0,0,1
73721,liquorific,1,0,0,1
73722,craftbrew,1,0,0,1
73723,millicent,1,0,0,1
73724,lapsang,1,0,0,1
73725,souchong,1,0,0,1
73726,markeplace,1,0,0,1
73727,deftness,1,0,0,1
73728,balabala,1,0,0,1
73729,eather,1,0,0,1
73730,charbucks,1,0,0,1
73731,hov,1,0,0,1
73732,bizz,1,0,0,1
73733,nincompoopery,1,0,0,1
73734,flavorgasm,1,0,0,1
73735,garlicchipotle,1,0,0,1
73736,smuttynose,1,0,0,1
73737,faience,1,0,0,1
73738,overstated,1,0,0,1
73739,sloppybut,1,0,0,1
73740,rok,1,0,0,1
73741,scrumpthicous,1,0,0,1
73742,ibook,1,0,0,1
73743,cl,1,0,0,1
73744,bevo,1,0,0,1
73745,nitecap,1,0,0,1
73746,foxx,1,0,0,1
73747,excurision,1,0,0,1
73748,thefood,1,0,0,1
73749,troy,4,0,0,4
73750,teamgreedy,1,0,0,1
73751,skinamax,1,0,0,1
73752,marketstrawberrykiwi,1,0,0,1
73753,gaelicstyle,1,0,0,1
73754,sponsered,1,0,0,1
73755,vietfoodinthevalley,1,0,0,1
73756,couponuse,1,0,0,1
73757,vallencia,1,0,0,1
73758,spanishspeakers,1,0,0,1
73759,spongygreen,1,0,0,1
73760,coconutmilkbased,1,0,0,1
73761,vampiros,1,0,0,1
73762,besteggrollsever,1,0,0,1
73763,cabernetred,1,0,0,1
73764,oput,2,0,0,2
73765,organizized,1,0,0,1
73766,thaat,1,0,0,1
73767,durnk,1,0,0,1
73768,greaty,1,0,0,1
73769,snockerd,1,0,0,1
73770,rackin,1,0,0,1
73771,sdecide,1,0,0,1
73772,rockville,1,0,0,1
73773,flipstick,1,0,0,1
73774,bings,1,0,0,1
73775,abbazabba,1,0,0,1
73776,sprechen,1,0,0,1
73777,sie,1,0,0,1
73778,paletasbetty,1,0,0,1
73779,blackberrylavender,1,0,0,1
73780,borenstein,1,0,0,1
73781,reputed,1,0,0,1
73782,fagottino,2,0,0,2
73783,crosta,1,0,0,1
73784,sodi,1,0,0,1
73785,badia,1,0,0,1
73786,morrona,1,0,0,1
73787,albana,1,0,0,1
73788,colle,1,0,0,1
73789,deepened,1,0,0,1
73790,bfwb,1,0,0,1
73791,fukola,1,0,0,1
73792,buderim,1,0,0,1
73793,zuberfizz,1,0,0,1
73794,citizenpubhouse,1,0,0,1
73795,alongsideit,1,0,0,1
73796,sitea,1,0,0,1
73797,ftc,1,0,0,1
73798,connectedness,1,0,0,1
73799,caffeineyer,1,0,0,1
73800,surreptitious,1,0,0,1
73801,enumerate,1,0,0,1
73802,vixen,1,0,0,1
73803,plough,1,0,0,1
73804,tantamount,1,0,0,1
73805,freud,1,0,0,1
73806,strawberrygorgonzola,1,0,0,1
73807,misshire,1,0,0,1
73808,mrhardtoplease,1,0,0,1
73809,popsized,1,0,0,1
73810,familytype,1,0,0,1
73811,jps,2,0,0,2
73812,superquickly,1,0,0,1
73813,bidwill,1,0,0,1
73814,ultrahighheat,1,0,0,1
73815,layeredon,1,0,0,1
73816,pototaes,1,0,0,1
73817,funkychic,1,0,0,1
73818,tycoons,1,0,0,1
73819,golddiggers,1,0,0,1
73820,deliousness,1,0,0,1
73821,sonoita,1,0,0,1
73822,elgin,1,0,0,1
73823,fraying,1,0,0,1
73824,dirtbags,1,0,0,1
73825,postclubgoers,1,0,0,1
73826,prevailing,1,0,0,1
73827,hoopties,1,0,0,1
73828,diiiid,1,0,0,1
73829,itwasphenomenal,1,0,0,1
73830,andddddd,1,0,0,1
73831,yayyyyy,2,0,0,2
73832,guesslolz,1,0,0,1
73833,wineeee,1,0,0,1
73834,mustttttttttttt,1,0,0,1
73835,freah,1,0,0,1
73836,babyyy,2,0,0,2
73837,nopee,1,0,0,1
73838,myyyy,1,0,0,1
73839,goooodnesssssss,1,0,0,1
73840,whatttttttttttt,1,0,0,1
73841,faveee,1,0,0,1
73842,backkkk,1,0,0,1
73843,ohsobuttery,1,0,0,1
73844,dairyland,1,0,0,1
73845,glassfulls,1,0,0,1
73846,reddiwhip,1,0,0,1
73847,ottos,2,0,0,2
73848,grandmaesque,1,0,0,1
73849,surprisly,1,0,0,1
73850,tikichic,1,0,0,1
73851,asus,2,0,0,2
73852,cames,1,0,0,1
73853,mustve,2,0,0,2
73854,whil,1,0,0,1
73855,verture,1,0,0,1
73856,tessios,1,0,0,1
73857,fraise,1,0,0,1
73858,roomesque,1,0,0,1
73859,speatzle,1,0,0,1
73860,steaksauce,2,0,0,2
73861,ince,1,0,0,1
73862,courtious,1,0,0,1
73863,floridita,1,0,0,1
73864,onei,1,0,0,1
73865,alcocreamaholic,1,0,0,1
73866,everloving,1,0,0,1
73867,frusions,1,0,0,1
73868,apperances,1,0,0,1
73869,crisscut,1,0,0,1
73870,envoronment,1,0,0,1
73871,offical,1,0,0,1
73872,accommidating,1,0,0,1
73873,adversion,1,0,0,1
73874,seamelessly,1,0,0,1
73875,norton,1,0,0,1
73876,basketfull,1,0,0,1
73877,africkenmazing,1,0,0,1
73878,repartee,1,0,0,1
73879,composer,1,0,0,1
73880,wizards,1,0,0,1
73881,impactful,1,0,0,1
73882,nonitalian,1,0,0,1
73883,beena,1,0,0,1
73884,battleships,1,0,0,1
73885,foxian,1,0,0,1
73886,mostardo,1,0,0,1
73887,whetted,1,0,0,1
73888,conduit,1,0,0,1
73889,ingedients,1,0,0,1
73890,customercentered,1,0,0,1
73891,alwaysput,1,0,0,1
73892,overyelp,1,0,0,1
73893,chel,1,0,0,1
73894,interchangeably,1,0,0,1
73895,nonrecovering,2,0,0,2
73896,menui,1,0,0,1
73897,thisisreallygood,1,0,0,1
73898,tellmeagainwhatisbadwithaddiction,1,0,0,1
73899,montgomery,2,0,0,2
73900,peerreviewed,1,0,0,1
73901,ragot,1,0,0,1
73902,agrodolce,1,0,0,1
73903,restarant,1,0,0,1
73904,longgggggg,1,0,0,1
73905,bestia,1,0,0,1
73906,tutta,1,0,0,1
73907,primi,1,0,0,1
73908,carbonera,1,0,0,1
73909,incredbile,1,0,0,1
73910,yearssssssssss,1,0,0,1
73911,prok,1,0,0,1
73912,porkadaise,1,0,0,1
73913,weshallbeback,1,0,0,1
73914,mustdos,1,0,0,1
73915,verbena,2,0,0,2
73916,malayan,1,0,0,1
73917,untimely,2,0,0,2
73918,conflagration,1,0,0,1
73919,ifitsfillinthedaywehavetogoto,1,0,0,1
73920,leukemia,1,0,0,1
73921,lymphoma,1,0,0,1
73922,goback,1,0,0,1
73923,topoffs,1,0,0,1
73924,silklike,1,0,0,1
73925,prouder,1,0,0,1
73926,isot,1,0,0,1
73927,multiyelped,1,0,0,1
73928,imminently,1,0,0,1
73929,cheerslikewelcomeback,1,0,0,1
73930,herbie,1,0,0,1
73931,makemea,1,0,0,1
73932,gobacks,1,0,0,1
73933,beguile,1,0,0,1
73934,astronomy,1,0,0,1
73935,plushness,1,0,0,1
73936,unfuckingbelievablydelicious,1,0,0,1
73937,spigget,1,0,0,1
73938,gilr,1,0,0,1
73939,nostalgically,1,0,0,1
73940,bellowed,1,0,0,1
73941,pawed,1,0,0,1
73942,adoringly,1,0,0,1
73943,rebound,1,0,0,1
73944,despondent,1,0,0,1
73945,chirped,1,0,0,1
73946,mongols,1,0,0,1
73947,pillage,1,0,0,1
73948,shimmered,1,0,0,1
73949,reared,1,0,0,1
73950,croaked,1,0,0,1
73951,husky,1,0,0,1
73952,pathologically,1,0,0,1
73953,biglebowskiesque,1,0,0,1
73954,trembled,1,0,0,1
73955,forstall,1,0,0,1
73956,tittered,1,0,0,1
73957,zee,1,0,0,1
73958,douchecake,1,0,0,1
73959,keffiyahs,1,0,0,1
73960,zelenyee,1,0,0,1
73961,dispell,1,0,0,1
73962,feuled,1,0,0,1
73963,radiated,1,0,0,1
73964,cherrycola,1,0,0,1
73965,lolololo,14,0,0,14
73966,hermano,1,0,0,1
73967,earnestness,1,0,0,1
73968,coporate,1,0,0,1
73969,sagacious,1,0,0,1
73970,gnoshed,1,0,0,1
73971,ooooweee,1,0,0,1
73972,stallone,1,0,0,1
73973,calibre,1,0,0,1
73974,rascism,1,0,0,1
73975,nojoke,1,0,0,1
73976,holeheartedly,1,0,0,1
73977,prostrating,1,0,0,1
73978,supremacist,1,0,0,1
73979,rascist,1,0,0,1
73980,dwn,1,0,0,1
73981,twn,1,0,0,1
73982,portend,1,0,0,1
73983,endeavour,1,0,0,1
73984,albatross,1,0,0,1
73985,squacks,1,0,0,1
73986,keystrokes,1,0,0,1
73987,unhip,1,0,0,1
73988,newb,2,0,0,2
73989,epitaph,1,0,0,1
73990,provocations,1,0,0,1
73991,rendevouz,1,0,0,1
73992,biere,1,0,0,1
73993,airedale,1,0,0,1
73994,reivew,1,0,0,1
73995,corpses,1,0,0,1
73996,queing,1,0,0,1
73997,regrding,1,0,0,1
73998,mrkt,2,0,0,2
73999,merchanise,1,0,0,1
74000,eihter,1,0,0,1
74001,anthropomorphized,1,0,0,1
74002,reprsents,1,0,0,1
74003,persecuted,1,0,0,1
74004,zion,1,0,0,1
74005,canaan,1,0,0,1
74006,fiesty,1,0,0,1
74007,fascists,1,0,0,1
74008,behaviour,1,0,0,1
74009,pupil,1,0,0,1
74010,dilations,1,0,0,1
74011,contractions,1,0,0,1
74012,sycophantic,1,0,0,1
74013,beging,1,0,0,1
74014,pensive,1,0,0,1
74015,introvertedly,1,0,0,1
74016,viewings,1,0,0,1
74017,beatings,1,0,0,1
74018,benzedrine,1,0,0,1
74019,goodso,1,0,0,1
74020,servile,1,0,0,1
74021,deeee,1,0,0,1
74022,cronies,1,0,0,1
74023,troughs,1,0,0,1
74024,lowww,1,0,0,1
74025,monicre,1,0,0,1
74026,scrumptrilescent,1,0,0,1
74027,woofreakinhooasdamngoodasitgets,1,0,0,1
74028,mediterranea,1,0,0,1
74029,cheeeeaaaaappp,1,0,0,1
74030,gamblin,1,0,0,1
74031,basterd,1,0,0,1
74032,stangles,1,0,0,1
74033,mesmorizing,1,0,0,1
74034,halldive,1,0,0,1
74035,runonsentencesbedamned,1,0,0,1
74036,dissehveled,1,0,0,1
74037,indomitable,1,0,0,1
74038,nightengale,1,0,0,1
74039,jalopy,1,0,0,1
74040,prospected,1,0,0,1
74041,labrynthine,1,0,0,1
74042,reminiscences,1,0,0,1
74043,hoursthis,1,0,0,1
74044,ontology,1,0,0,1
74045,deconstructivism,1,0,0,1
74046,aquaintance,1,0,0,1
74047,repasts,1,0,0,1
74048,amicably,1,0,0,1
74049,effused,1,0,0,1
74050,encompassed,1,0,0,1
74051,grattitude,1,0,0,1
74052,begrudged,1,0,0,1
74053,evergreen,1,0,0,1
74054,andalusian,1,0,0,1
74055,trepidatious,1,0,0,1
74056,reticence,1,0,0,1
74057,faulkner,1,0,0,1
74058,conveniet,1,0,0,1
74059,fatherin,1,0,0,1
74060,redbean,2,0,0,2
74061,minipancakes,1,0,0,1
74062,doobielicious,1,0,0,1
74063,mintyogurt,1,0,0,1
74064,frellin,1,0,0,1
74065,ohmygoditsogood,1,0,0,1
74066,quasivegetarians,1,0,0,1
74067,armoir,1,0,0,1
74068,dividend,2,0,0,2
74069,gn,1,0,0,1
74070,sbcers,1,0,0,1
74071,ravoili,1,0,0,1
74072,stalwarts,1,0,0,1
74073,tima,1,0,0,1
74074,vochos,1,0,0,1
74075,policia,1,0,0,1
74076,extorting,1,0,0,1
74077,mordida,1,0,0,1
74078,durrant,1,0,0,1
74079,tarnish,1,0,0,1
74080,unheralded,1,0,0,1
74081,neapolitans,1,0,0,1
74082,godfathers,1,0,0,1
74083,exhilaration,1,0,0,1
74084,gelataio,1,0,0,1
74085,restructure,1,0,0,1
74086,voladores,1,0,0,1
74087,papantla,1,0,0,1
74088,birkenstock,1,0,0,1
74089,mellowing,1,0,0,1
74090,primera,1,0,0,1
74091,yelpadvertised,1,0,0,1
74092,anothing,1,0,0,1
74093,reviewless,1,0,0,1
74094,catelyst,1,0,0,1
74095,blowin,1,0,0,1
74096,brandee,1,0,0,1
74097,saparro,1,0,0,1
74098,satchel,2,0,0,2
74099,zoniebasketscom,1,0,0,1
74100,resevation,1,0,0,1
74101,elcectic,1,0,0,1
74102,hiddeninplainsight,1,0,0,1
74103,acommodate,1,0,0,1
74104,seperat,1,0,0,1
74105,porcetta,1,0,0,1
74106,allister,1,0,0,1
74107,evertything,1,0,0,1
74108,bushmills,1,0,0,1
74109,nighte,1,0,0,1
74110,melancholia,1,0,0,1
74111,nuthouse,1,0,0,1
74112,scrip,1,0,0,1
74113,baytril,1,0,0,1
74114,tightwads,1,0,0,1
74115,rumblies,1,0,0,1
74116,amirite,1,0,0,1
74117,shizuka,1,0,0,1
74118,barossa,1,0,0,1
74119,elocution,1,0,0,1
74120,mignonette,1,0,0,1
74121,jamalaya,2,0,0,2
74122,hussle,1,0,0,1
74123,precedence,1,0,0,1
74124,chelea,1,0,0,1
74125,gaslight,1,0,0,1
74126,awhiiiilllle,1,0,0,1
74127,judicious,1,0,0,1
74128,bejeebers,1,0,0,1
74129,importante,2,0,0,2
74130,colombians,1,0,0,1
74131,cordillera,1,0,0,1
74132,leavehers,1,0,0,1
74133,montero,1,0,0,1
74134,sleepover,1,0,0,1
74135,ruminate,1,0,0,1
74136,buttheads,1,0,0,1
74137,tristate,1,0,0,1
74138,triage,1,0,0,1
74139,quncineta,1,0,0,1
74140,kimono,1,0,0,1
74141,vodoo,1,0,0,1
74142,mahishrimpamarathshaved,1,0,0,1
74143,calamariroasted,1,0,0,1
74144,steakhuancaina,1,0,0,1
74145,potatooven,1,0,0,1
74146,alcachofa,1,0,0,1
74147,artichokeroasted,1,0,0,1
74148,espumacappuccino,1,0,0,1
74149,feistiness,1,0,0,1
74150,brothersister,1,0,0,1
74151,serverchef,1,0,0,1
74152,overgrow,1,0,0,1
74153,vegefood,1,0,0,1
74154,chocoberry,1,0,0,1
74155,sanswheat,1,0,0,1
74156,everrotating,1,0,0,1
74157,buttermilkchive,1,0,0,1
74158,wipeout,2,0,0,2
74159,ladgate,2,0,0,2
74160,tbh,4,0,0,4
74161,tailgates,1,0,0,1
74162,appetizerentreedessert,1,0,0,1
74163,ligurian,2,0,0,2
74164,scottadito,1,0,0,1
74165,keynote,1,0,0,1
74166,bigne,1,0,0,1
74167,cioccolato,2,0,0,2
74168,macrae,1,0,0,1
74169,dierk,1,0,0,1
74170,spooktacular,1,0,0,1
74171,sublevel,1,0,0,1
74172,neverthelesshttp,1,0,0,1
74173,deseoscottsdale?selecteqrsjcdonyvnwbpjqweqrsjcdonyvnwbpjqw,1,0,0,1
74174,annatto,1,0,0,1
74175,calabzitas,1,0,0,1
74176,ottin,1,0,0,1
74177,graft,2,0,0,2
74178,halfbowl,2,0,0,2
74179,ficklest,1,0,0,1
74180,whackamole,1,0,0,1
74181,pbutter,3,0,0,3
74182,makki,1,0,0,1
74183,infreakingsane,1,0,0,1
74184,hamhocks,1,0,0,1
74185,hypertension,1,0,0,1
74186,berrating,1,0,0,1
74187,sideside,1,0,0,1
74188,triathalon,1,0,0,1
74189,achilles,1,0,0,1
74190,absloute,1,0,0,1
74191,nonchicken,1,0,0,1
74192,kitshindustrialhippy,1,0,0,1
74193,selfseated,1,0,0,1
74194,rebellin,1,0,0,1
74195,breakdancing,1,0,0,1
74196,quilts,1,0,0,1
74197,fupa,1,0,0,1
74198,jalpeno,1,0,0,1
74199,fascia,2,0,0,2
74200,brunchlunch,1,0,0,1
74201,fabulouso,3,0,0,3
74202,rinkydink,1,0,0,1
74203,gummit,2,0,0,2
74204,flawj,1,0,0,1
74205,terrors,1,0,0,1
74206,mayoey,1,0,0,1
74207,tangilicious,1,0,0,1
74208,chikpea,1,0,0,1
74209,achar,1,0,0,1
74210,cece,1,0,0,1
74211,jabbing,1,0,0,1
74212,signothe,1,0,0,1
74213,diahbetus,1,0,0,1
74214,shrivled,1,0,0,1
74215,hoochie,1,0,0,1
74216,bumber,1,0,0,1
74217,winless,1,0,0,1
74218,chilliest,1,0,0,1
74219,tiramausu,1,0,0,1
74220,panus,1,0,0,1
74221,materialized,1,0,0,1
74222,jeeeeez,1,0,0,1
74223,hankered,1,0,0,1
74224,jabba,1,0,0,1
74225,taggers,1,0,0,1
74226,spraypainting,1,0,0,1
74227,restful,1,0,0,1
74228,thas,1,0,0,1
74229,tenacious,1,0,0,1
74230,eacharound,1,0,0,1
74231,orphans,1,0,0,1
74232,mclendons,3,0,0,3
74233,postsoviet,1,0,0,1
74234,stanky,1,0,0,1
74235,disappointement,1,0,0,1
74236,desireable,1,0,0,1
74237,nofee,1,0,0,1
74238,latecomers,1,0,0,1
74239,marshmallowy,1,0,0,1
74240,appropro,1,0,0,1
74241,crowdedsometimes,1,0,0,1
74242,everysingle,1,0,0,1
74243,minidesert,1,0,0,1
74244,reviewage,1,0,0,1
74245,eatage,1,0,0,1
74246,gopro,1,0,0,1
74247,bungalows,2,0,0,2
74248,farmish,1,0,0,1
74249,countrychickenshaybalescracker,1,0,0,1
74250,plinkoesque,1,0,0,1
74251,plinko,3,0,0,3
74252,trike,1,0,0,1
74253,forts,1,0,0,1
74254,smock,1,0,0,1
74255,attrition,1,0,0,1
74256,doves,1,0,0,1
74257,dryerase,1,0,0,1
74258,playgirl,2,0,0,2
74259,braciola,1,0,0,1
74260,beachthemed,1,0,0,1
74261,mustdine,1,0,0,1
74262,selfconcocted,1,0,0,1
74263,rareside,1,0,0,1
74264,fregula,1,0,0,1
74265,welter,2,0,0,2
74266,chilles,2,0,0,2
74267,opprutunity,1,0,0,1
74268,aquinted,1,0,0,1
74269,greystone,1,0,0,1
74270,kamehameha,1,0,0,1
74271,funido,1,0,0,1
74272,copycatting,1,0,0,1
74273,huhot,1,0,0,1
74274,semismall,1,0,0,1
74275,strazzsomething,1,0,0,1
74276,yaaaa,1,0,0,1
74277,lowsugar,1,0,0,1
74278,dolling,1,0,0,1
74279,rosco,1,0,0,1
74280,gusts,1,0,0,1
74281,affagoto,1,0,0,1
74282,brauts,1,0,0,1
74283,vente,1,0,0,1
74284,mexica,1,0,0,1
74285,engineercustomers,1,0,0,1
74286,unncessary,1,0,0,1
74287,comprehensible,1,0,0,1
74288,corporatetheamed,1,0,0,1
74289,ooooooooooh,1,0,0,1
74290,lastditch,1,0,0,1
74291,corduroy,3,0,0,3
74292,smellgoods,1,0,0,1
74293,owlshaped,1,0,0,1
74294,toodense,1,0,0,1
74295,rhapsodize,1,0,0,1
74296,garde,1,0,0,1
74297,lennie,1,0,0,1
74298,galo,1,0,0,1
74299,eeesh,1,0,0,1
74300,meling,1,0,0,1
74301,personalizing,1,0,0,1
74302,somethingaruther,1,0,0,1
74303,stephano,1,0,0,1
74304,mescato,1,0,0,1
74305,haysprings,1,0,0,1
74306,shoji,1,0,0,1
74307,seratcho,1,0,0,1
74308,nontradition,1,0,0,1
74309,glentucky,1,0,0,1
74310,cana,1,0,0,1
74311,jency,1,0,0,1
74312,sweatin,1,0,0,1
74313,goule,2,0,0,2
74314,romatical,1,0,0,1
74315,cumcumber,1,0,0,1
74316,sipon,1,0,0,1
74317,cornado,1,0,0,1
74318,delorean,1,0,0,1
74319,fortuna,1,0,0,1
74320,bachi,1,0,0,1
74321,sophistically,1,0,0,1
74322,manhattanreturnworthy,1,0,0,1
74323,prosciuttodi,1,0,0,1
74324,viscosuisse,1,0,0,1
74325,scrapple,2,0,0,2
74326,reccio,2,0,0,2
74327,canelli,1,0,0,1
74328,scruples,1,0,0,1
74329,hashtag,1,0,0,1
74330,importanht,1,0,0,1
74331,trytodominate,1,0,0,1
74332,biodome,1,0,0,1
74333,blody,1,0,0,1
74334,cannibalistic,1,0,0,1
74335,binkeley,1,0,0,1
74336,semiindoor,1,0,0,1
74337,macrona,1,0,0,1
74338,gemelli,1,0,0,1
74339,relabeled,1,0,0,1
74340,rennies,1,0,0,1
74341,nondrowsy,1,0,0,1
74342,claritin,1,0,0,1
74343,tartanic,1,0,0,1
74344,fairhaven,1,0,0,1
74345,amir,2,0,0,2
74346,sambussa,2,0,0,2
74347,zegeney,2,0,0,2
74348,inguday,1,0,0,1
74349,begerdan,1,0,0,1
74350,atkilt,1,0,0,1
74351,kik,1,0,0,1
74352,alitcha,1,0,0,1
74353,firelanes,1,0,0,1
74354,siege,1,0,0,1
74355,chinaberry,1,0,0,1
74356,lantana,1,0,0,1
74357,hellz,1,0,0,1
74358,limpness,1,0,0,1
74359,heckkkkk,1,0,0,1
74360,gcc,6,0,0,6
74361,debuting,1,0,0,1
74362,eeeny,1,0,0,1
74363,lolcat,1,0,0,1
74364,bhagis,1,0,0,1
74365,cargill,1,0,0,1
74366,nutrena,1,0,0,1
74367,voraciously,1,0,0,1
74368,together?thankfully,1,0,0,1
74369,oleanders,1,0,0,1
74370,welltaken,1,0,0,1
74371,wellair,1,0,0,1
74372,wetting,1,0,0,1
74373,billings,1,0,0,1
74374,sociallyacceptable,1,0,0,1
74375,quichetype,1,0,0,1
74376,blowouton,1,0,0,1
74377,mapquesting,1,0,0,1
74378,wearout,1,0,0,1
74379,nurrrrrr,1,0,0,1
74380,bestevergelatowise,1,0,0,1
74381,pepperpot,6,0,0,6
74382,cassareep,1,0,0,1
74383,saltfish,1,0,0,1
74384,morocan,1,0,0,1
74385,pimpslap,1,0,0,1
74386,cowling,1,0,0,1
74387,sympathatic,1,0,0,1
74388,oso,1,0,0,1
74389,postsurgery,1,0,0,1
74390,serverseveryone,1,0,0,1
74391,daaayum,1,0,0,1
74392,rilla,1,0,0,1
74393,atcha,1,0,0,1
74394,thaswutsup,1,0,0,1
74395,sheezy,1,0,0,1
74396,cevapci,1,0,0,1
74397,aolie,2,0,0,2
74398,garmins,1,0,0,1
74399,agritourism,1,0,0,1
74400,instructs,1,0,0,1
74401,lemonjoy,1,0,0,1
74402,hankie,1,0,0,1
74403,tapenada,1,0,0,1
74404,mealthe,1,0,0,1
74405,rhythms,1,0,0,1
74406,shabba,1,0,0,1
74407,familiarized,1,0,0,1
74408,yum!at,1,0,0,1
74409,benefactor,1,0,0,1
74410,amplespaced,1,0,0,1
74411,velvetyplush,1,0,0,1
74412,attand,1,0,0,1
74413,faust,1,0,0,1
74414,!!!!!!!!!!!!!!!,3,0,0,3
74415,stfrancis,2,0,0,2
74416,shmicks,1,0,0,1
74417,nonspiced,1,0,0,1
74418,phonein,1,0,0,1
74419,theirbrand,1,0,0,1
74420,craiglisted,1,0,0,1
74421,fancyshmancy,1,0,0,1
74422,ubbermachonotsomuchwinedrinkers,1,0,0,1
74423,limy,1,0,0,1
74424,preschiutto,1,0,0,1
74425,facoccia,1,0,0,1
74426,telapia,1,0,0,1
74427,mainstreammass,1,0,0,1
74428,productiondelivary,1,0,0,1
74429,runningsqueeky,1,0,0,1
74430,cleanjustlikeeverythere,1,0,0,1
74431,paruse,1,0,0,1
74432,popers,2,0,0,2
74433,brussle,2,0,0,2
74434,anyyywaysss,1,0,0,1
74435,horseradishwasabi,1,0,0,1
74436,burgundies,1,0,0,1
74437,snifters,1,0,0,1
74438,malbac,2,0,0,2
74439,teprinillo,1,0,0,1
74440,brichetta,1,0,0,1
74441,brischetta,2,0,0,2
74442,misshap,1,0,0,1
74443,caughcaugh,1,0,0,1
74444,thevigrig,1,0,0,1
74445,mercella,1,0,0,1
74446,audiere,1,0,0,1
74447,stuffer,1,0,0,1
74448,nicnacks,1,0,0,1
74449,sods,1,0,0,1
74450,herbflavored,1,0,0,1
74451,gelaterias,2,0,0,2
74452,shiskebabs,1,0,0,1
74453,mediumsize,1,0,0,1
74454,plantbased,1,0,0,1
74455,lakeside,1,0,0,1
74456,exalts,1,0,0,1
74457,heavenward,1,0,0,1
74458,buckling,1,0,0,1
74459,suw,1,0,0,1
74460,thsa,1,0,0,1
74461,snooker,1,0,0,1
74462,throwball,1,0,0,1
74463,midshopping,1,0,0,1
74464,nonhippie,1,0,0,1
74465,chalah,1,0,0,1
74466,tuk,1,0,0,1
74467,skid,1,0,0,1
74468,hippier,1,0,0,1
74469,frequentbuyer,1,0,0,1
74470,stoneinspired,1,0,0,1
74471,cheeebow,1,0,0,1
74472,piesano,1,0,0,1
74473,kontakt,1,0,0,1
74474,trowing,1,0,0,1
74475,tantrums,1,0,0,1
74476,tudorstyle,1,0,0,1
74477,fruitsoda,1,0,0,1
74478,wannabemodels,1,0,0,1
74479,autozone,2,0,0,2
74480,irrigate,1,0,0,1
74481,keypad,2,0,0,2
74482,samplegiver,1,0,0,1
74483,frescoed,1,0,0,1
74484,jcooks,1,0,0,1
74485,warmcolored,1,0,0,1
74486,tapasized,1,0,0,1
74487,chefworthy,1,0,0,1
74488,pregressed,1,0,0,1
74489,atn,1,0,0,1
74490,chilangro,1,0,0,1
74491,achote,1,0,0,1
74492,fruitfilled,1,0,0,1
74493,lessadventuresome,1,0,0,1
74494,juust,1,0,0,1
74495,totalwine,1,0,0,1
74496,twittercom,1,0,0,1
74497,heyjoetruck,1,0,0,1
74498,meaningfully,1,0,0,1
74499,locallyrenowned,1,0,0,1
74500,plumb,1,0,0,1
74501,patmos,1,0,0,1
74502,bijou,1,0,0,1
74503,bizhoooh,1,0,0,1
74504,sleeprelated,1,0,0,1
74505,attributable,1,0,0,1
74506,lateish,1,0,0,1
74507,mmmmhmm,1,0,0,1
74508,skyrisers,1,0,0,1
74509,locaiton,2,0,0,2
74510,pinenapple,1,0,0,1
74511,tanuki,3,0,0,3
74512,poochiepoochi,1,0,0,1
74513,picniclike,1,0,0,1
74514,noninstitutional,1,0,0,1
74515,snoot,1,0,0,1
74516,seacat,5,0,0,5
74517,gardner,1,0,0,1
74518,grapefruits,3,0,0,3
74519,gil,2,0,0,2
74520,superyum,1,0,0,1
74521,evtm,1,0,0,1
74522,demibreakfast,1,0,0,1
74523,bowlaccino,1,0,0,1
74524,watercressjicama,1,0,0,1
74525,jasimine,1,0,0,1
74526,sungold,1,0,0,1
74527,kakigori,1,0,0,1
74528,investor,1,0,0,1
74529,kaiseki,2,0,0,2
74530,tenkatsu,1,0,0,1
74531,shimabukuro,1,0,0,1
74532,ukulele,1,0,0,1
74533,midieval,1,0,0,1
74534,loki,2,0,0,2
74535,bagna,1,0,0,1
74536,cauda,1,0,0,1
74537,chrysa,1,0,0,1
74538,rosario,1,0,0,1
74539,segwey,1,0,0,1
74540,chartreuses,2,0,0,2
